zipcode,city,county,ziptype
78240,Antonio,Bexar,Standard
78241,Antonio,Bexar,Standard
78242,Antonio,Bexar,Standard
78243,Antonio,Bexar,Standard
78244,Antonio,Bexar,Standard
78245,Antonio,Bexar,Standard
78246,Antonio,Bexar,Box
78247,Antonio,Bexar,Standard
78248,Antonio,Bexar,Standard
78249,Antonio,Bexar,Standard
78250,Antonio,Bexar,Standard
78251,Antonio,Bexar,Standard
78252,Antonio,Bexar,Standard
78253,Antonio,Bexar,Standard
78254,Antonio,Bexar,Standard
78255,Antonio,Bexar,Standard
78256,Antonio,Bexar,Standard
78257,Antonio,Bexar,Standard
78258,Antonio,Bexar,Standard
78259,Antonio,Bexar,Standard
78260,Antonio,Bexar,Standard
78261,Antonio,Bexar,Standard
78263,Antonio,Bexar,Standard
78264,Antonio,Bexar,Standard
78265,Antonio,Bexar,Box
78266,Antonio,Comal,Standard
78268,Antonio,Bexar,Box
78269,Antonio,Bexar,Box
78270,Antonio,Bexar,Box
78278,Antonio,Bexar,Box
78279,Antonio,Bexar,Box
78280,Antonio,Bexar,Box
78283,Antonio,Bexar,Box
78284,Antonio,Bexar,Standard
78285,Antonio,Bexar,Standard
78288,Antonio,Bexar,Unique
78289,Antonio,Bexar,Unique
78291,Antonio,Bexar,Box
78292,Antonio,Bexar,Box
78293,Antonio,Bexar,Box
78294,Antonio,Bexar,Box
78295,Antonio,Bexar,Box
78296,Antonio,Bexar,Box
78297,Antonio,Bexar,Box
78298,Antonio,Bexar,Box
78299,Antonio,Bexar,Box
78330,Dulce,Nueces,Standard
78332,Alice,Wells,Standard
78333,Alice,Wells,Box
78335,Pass,Patricio,Box
78336,Pass,Patricio,Standard
78338,Armstrong,Kenedy,Box
78339,Banquete,Nueces,Box
78340,Bayside,Refugio,Standard
78341,Benavides,Duval,Box
78342,Bolt,Wells,Box
78343,Bishop,Nueces,Standard
78344,Bruni,Webb,Standard
78347,Ranch,Nueces,Box
78349,Concepcion,Duval,Standard
78350,Dinero,Oak,Box
78351,Driscoll,Nueces,Box
78352,Edroy,Patricio,Box
78353,Encino,Brooks,Standard
78355,Falfurrias,Brooks,Standard
78357,Freer,Duval,Standard
78358,Fulton,Aransas,Box
78359,Gregory,Patricio,Box
78360,Guerra,Hogg,Standard
78361,Hebbronville,Hogg,Standard
78362,Ingleside,Patricio,Standard
78363,Kingsville,Kleberg,Standard
78364,Kingsville,Kleberg,Box
78368,Mathis,Patricio,Standard
78369,City,Webb,Standard
78370,Odem,Patricio,Standard
78371,Oilton,Webb,Box
78372,Grove,Wells,Standard
78373,Aransas,Nueces,Standard
78374,Portland,Patricio,Standard
78375,Premont,Wells,Standard
78376,Realitos,Duval,Standard
78377,Refugio,Refugio,Standard
78379,Riviera,Kleberg,Standard
78380,Robstown,Nueces,Standard
78381,Rockport,Aransas,Box
78382,Rockport,Aransas,Standard
78383,Sandia,Wells,Standard
78384,Diego,Duval,Standard
78385,Sarita,Kenedy,Box
78387,Sinton,Patricio,Standard
78389,Skidmore,Bee,Standard
78390,Taft,Patricio,Standard
78391,Tynan,Bee,Standard
78393,Woodsboro,Refugio,Standard
78401,Christi,Nueces,Standard
78402,Christi,Nueces,Standard
78403,Christi,Nueces,Box
78404,Christi,Nueces,Standard
78405,Christi,Nueces,Standard
78406,Christi,Nueces,Standard
78407,Christi,Nueces,Standard
78408,Christi,Nueces,Standard
78409,Christi,Nueces,Standard
78410,Christi,Nueces,Standard
78411,Christi,Nueces,Standard
78412,Christi,Nueces,Standard
78413,Christi,Nueces,Standard
78414,Christi,Nueces,Standard
78415,Christi,Nueces,Standard
78416,Christi,Nueces,Standard
78417,Christi,Nueces,Standard
78418,Christi,Nueces,Standard
78419,Christi,Nueces,Standard
78426,Christi,Nueces,Box
78427,Christi,Nueces,Box
78460,Christi,Nueces,Box
78463,Christi,Nueces,Box
78465,Christi,Nueces,Box
78466,Christi,Nueces,Box
78467,Christi,Nueces,Box
78468,Christi,Nueces,Box
78469,Christi,Nueces,Box
78472,Christi,Nueces,Box
78480,Christi,Nueces,Box
78501,Mcallen,Hidalgo,Standard
78502,Mcallen,Hidalgo,Box
78503,Mcallen,Hidalgo,Standard
78504,Mcallen,Hidalgo,Standard
78505,Mcallen,Hidalgo,Box
78516,Alamo,Hidalgo,Standard
78520,Brownsville,Cameron,Standard
78521,Brownsville,Cameron,Standard
78522,Brownsville,Cameron,Box
78523,Brownsville,Cameron,Box
78526,Brownsville,Cameron,Standard
78535,Combes,Cameron,Box
78536,Delmita,Starr,Standard
78537,Donna,Hidalgo,Standard
78538,Edcouch,Hidalgo,Standard
78539,Edinburg,Hidalgo,Standard
78540,Edinburg,Hidalgo,Box
78541,Edinburg,Hidalgo,Standard
78542,Edinburg,Hidalgo,Standard
78543,Elsa,Hidalgo,Box
78545,Heights,Starr,Box
78547,Garciasville,Starr,Box
78548,Grulla,Starr,Box
78549,Hargill,Hidalgo,Box
78550,Harlingen,Cameron,Standard
78551,Harlingen,Cameron,Box
78552,Harlingen,Cameron,Standard
78553,Harlingen,Cameron,Box
78557,Hidalgo,Hidalgo,Standard
78558,Blanca,Hidalgo,Box
78559,Feria,Cameron,Standard
78560,Joya,Hidalgo,Standard
78561,Lasara,Willacy,Box
78562,Villa,Hidalgo,Box
78563,Linn,Hidalgo,Standard
78564,Lopeno,Zapata,Standard
78565,Ebanos,Hidalgo,Box
78566,Fresnos,Cameron,Standard
78567,Indios,Cameron,Box
78568,Lozano,Cameron,Box
78569,Lyford,Willacy,Standard
78570,Mercedes,Hidalgo,Standard
78572,Mission,Hidalgo,Standard
78573,Mission,Hidalgo,Standard
78574,Mission,Hidalgo,Standard
78575,Olmito,Cameron,Standard
78576,Penitas,Hidalgo,Standard
78577,Pharr,Hidalgo,Standard
78578,Isabel,Cameron,Standard
78579,Progreso,Hidalgo,Box
78580,Raymondville,Willacy,Standard
78582,City,Starr,Standard
78583,Hondo,Cameron,Standard
78584,Roma,Starr,Standard
78585,Salineno,Starr,Box
78586,Benito,Cameron,Standard
78588,Isidro,Starr,Standard
78589,Juan,Hidalgo,Standard
78590,Perlita,Willacy,Box
78591,Elena,Starr,Standard
78592,Maria,Cameron,Box
78593,Rosa,Cameron,Standard
78594,Sebastian,Willacy,Box
78595,City,Hidalgo,Standard
78596,Weslaco,Hidalgo,Standard
78597,Island,Cameron,Standard
78598,Mansfield,Willacy,Box
78599,Weslaco,Hidalgo,Standard
78602,Bastrop,Bastrop,Standard
78604,Belmont,Gonzales,Box
78605,Bertram,Burnet,Standard
78606,Blanco,Blanco,Standard
78607,Bluffton,Llano,Standard
78608,Briggs,Burnet,Standard
78609,Dam,Llano,Standard
78610,Buda,Hays,Standard
78611,Burnet,Burnet,Standard
78612,Creek,Bastrop,Standard
78613,Park,Williamson,Standard
78614,Cost,Gonzales,Standard
78615,Coupland,Williamson,Standard
78616,Dale,Caldwell,Standard
78617,Valle,Travis,Standard
78618,Doss,Gillespie,Standard
78619,Driftwood,Hays,Standard
78620,Springs,Hays,Standard
78621,Elgin,Bastrop,Standard
78622,Fentress,Caldwell,Box
78623,Fischer,Comal,Standard
78624,Fredericksburg,Gillespie,Standard
78626,Georgetown,Williamson,Standard
78627,Georgetown,Williamson,Box
78628,Georgetown,Williamson,Standard
78629,Gonzales,Gonzales,Standard
78630,Park,Williamson,Box
78631,Harper,Gillespie,Standard
78632,Harwood,Gonzales,Standard
78633,Georgetown,Williamson,Standard
78634,Hutto,Williamson,Standard
78635,Hye,Blanco,Standard
78636,City,Blanco,Standard
78638,Kingsbury,Guadalupe,Standard
78639,Kingsland,Llano,Standard
78640,Kyle,Hays,Standard
78641,Leander,Williamson,Standard
78642,Hill,Williamson,Standard
78643,Llano,Llano,Standard
78644,Lockhart,Caldwell,Standard
78645,Leander,Travis,Standard
78646,Leander,Williamson,Box
78648,Luling,Caldwell,Standard
78650,Dade,Bastrop,Standard
78651,Neil,Travis,Box
78652,Manchaca,Travis,Standard
78653,Manor,Travis,Standard
78654,Falls,Burnet,Standard
78655,Martindale,Caldwell,Standard
78656,Maxwell,Caldwell,Standard
78657,Bay,Llano,Standard
78658,Ottine,Gonzales,Box
78659,Paige,Bastrop,Standard
78660,Pflugerville,Travis,Standard
78661,Lea,Caldwell,Box
78662,Rock,Bastrop,Standard
78663,Mountain,Blanco,Standard
78664,Rock,Williamson,Standard
78665,Rock,Williamson,Standard
78666,Marcos,Hays,Standard
78667,Marcos,Hays,Box
78669,Spicewood,Travis,Standard
78670,Staples,Guadalupe,Box
78671,Stonewall,Gillespie,Standard
78672,Tow,Llano,Standard
78673,Walburg,Williamson,Box
78674,Weir,Williamson,Box
78675,City,Gillespie,Standard
78676,Wimberley,Hays,Standard
78677,Wrightsboro,Gonzales,Standard
78680,Rock,Williamson,Box
78681,Rock,Williamson,Standard
78682,Rock,Williamson,Unique
78683,Rock,Williamson,Box
78691,Pflugerville,Travis,Box
78701,Austin,Travis,Standard
78702,Austin,Travis,Standard
78703,Austin,Travis,Standard
78704,Austin,Travis,Standard
78705,Austin,Travis,Standard
78708,Austin,Travis,Box
78709,Austin,Travis,Box
78710,Austin,Travis,Standard
78711,Austin,Travis,Box
78712,Austin,Travis,Standard
78713,Austin,Travis,Box
78714,Austin,Travis,Box
78715,Austin,Travis,Box
78716,Austin,Travis,Box
78717,Austin,Williamson,Standard
78718,Austin,Travis,Box
78719,Austin,Travis,Standard
78720,Austin,Travis,Box
78721,Austin,Travis,Standard
78722,Austin,Travis,Standard
78723,Austin,Travis,Standard
78724,Austin,Travis,Standard
78725,Austin,Travis,Standard
78726,Austin,Travis,Standard
78727,Austin,Travis,Standard
78728,Austin,Travis,Standard
78729,Austin,Williamson,Standard
78730,Austin,Travis,Standard
78731,Austin,Travis,Standard
78732,Austin,Travis,Standard
78733,Austin,Travis,Standard
78734,Austin,Travis,Standard
78735,Austin,Travis,Standard
78736,Austin,Travis,Standard
78737,Austin,Hays,Standard
78738,Austin,Travis,Standard
78739,Austin,Travis,Standard
78741,Austin,Travis,Standard
78742,Austin,Travis,Standard
78744,Austin,Travis,Standard
78745,Austin,Travis,Standard
78746,Austin,Travis,Standard
78747,Austin,Travis,Standard
78748,Austin,Travis,Standard
78749,Austin,Travis,Standard
78750,Austin,Travis,Standard
78751,Austin,Travis,Standard
78752,Austin,Travis,Standard
78753,Austin,Travis,Standard
78754,Austin,Travis,Standard
78755,Austin,Travis,Box
78756,Austin,Travis,Standard
78757,Austin,Travis,Standard
78758,Austin,Travis,Standard
78759,Austin,Travis,Standard
78760,Austin,Travis,Box
78761,Austin,Travis,Box
78762,Austin,Travis,Box
78763,Austin,Travis,Box
78764,Austin,Travis,Box
78765,Austin,Travis,Box
78766,Austin,Travis,Box
78767,Austin,Travis,Box
78768,Austin,Travis,Box
78772,Austin,Travis,Unique
78773,Austin,Travis,Unique
78774,Austin,Travis,Unique
78778,Austin,Travis,Unique
78779,Austin,Travis,Unique
78783,Austin,Travis,Unique
78799,Austin,Travis,Standard
78801,Uvalde,Uvalde,Standard
78802,Uvalde,Uvalde,Box
78827,Asherton,Dimmit,Standard
78828,Barksdale,Edwards,Standard
78829,Batesville,Zavala,Standard
78830,Wells,Dimmit,Standard
78832,Brackettville,Kinney,Standard
78833,Wood,Real,Standard
78834,Springs,Dimmit,Standard
78836,Catarina,Dimmit,Box
78837,Comstock,Verde,Standard
78838,Concan,Uvalde,Standard
78839,City,Zavala,Standard
78840,Rio,Verde,Standard
78841,Rio,Verde,Box
78842,Rio,Verde,Box
78843,AFB,Verde,Standard
78847,Rio,Verde,Unique
78850,Hanis,Medina,Standard
78851,Dryden,Terrell,Standard
78852,Pass,Maverick,Standard
78853,Pass,Maverick,Box
78860,Indio,Maverick,Box
78861,Hondo,Medina,Standard
78870,Knippa,Uvalde,Standard
78871,Langtry,Verde,Box
78872,Pryor,Zavala,Box
78873,Leakey,Real,Standard
78877,Quemado,Maverick,Standard
78879,Frio,Real,Standard
78880,Rocksprings,Edwards,Standard
78881,Sabinal,Uvalde,Standard
78883,Tarpley,Bandera,Standard
78884,Utopia,Uvalde,Standard
78885,Vanderpool,Bandera,Standard
78886,Yancey,Medina,Standard
78931,Bleiblerville,Austin,Standard
78932,Carmine,Fayette,Standard
78933,Spring,Austin,Standard
78934,Columbus,Colorado,Standard
78935,Alleyton,Colorado,Standard
78938,Ellinger,Fayette,Standard
78940,Fayetteville,Fayette,Standard
78941,Flatonia,Fayette,Standard
78942,Giddings,Lee,Standard
78943,Glidden,Colorado,Standard
78944,Industry,Austin,Standard
78945,Grange,Fayette,Standard
78946,Ledbetter,Fayette,Standard
78947,Lexington,Lee,Standard
78948,Lincoln,Lee,Standard
78949,Muldoon,Fayette,Standard
78950,Ulm,Austin,Standard
78951,Oakland,Colorado,Box
78952,Plum,Fayette,Box
78953,Rosanky,Bastrop,Standard
78954,Top,Fayette,Standard
78956,Schulenburg,Fayette,Standard
78957,Smithville,Bastrop,Standard
78959,Waelder,Gonzales,Standard
78960,Warda,Fayette,Box
78961,Warrenton,Fayette,Box
78962,Weimar,Colorado,Standard
78963,Point,Fayette,Standard
79001,Adrian,Oldham,Standard
79002,Alanreed,Gray,Box
79003,Allison,Wheeler,Box
79005,Booker,Lipscomb,Standard
79007,Borger,Hutchinson,Standard
79008,Borger,Hutchinson,Box
79009,Bovina,Parmer,Standard
79010,Ranch,Oldham,Box
79011,Briscoe,Wheeler,Standard
79012,Bushland,Potter,Box
79013,Cactus,Moore,Standard
79014,Canadian,Hemphill,Standard
79015,Canyon,Randall,Standard
79016,Canyon,Randall,Unique
79018,Channing,Hartley,Standard
79019,Claude,Armstrong,Standard
79021,Center,Hale,Box
79022,Dalhart,Dallam,Standard
79024,Darrouzett,Lipscomb,Box
79025,Dawn,Smith,Box
79027,Dimmitt,Castro,Standard
79029,Dumas,Moore,Standard
79031,Earth,Lamb,Standard
79032,Edmonson,Hale,Box
79033,Farnsworth,Ochiltree,Box
79034,Follett,Lipscomb,Standard
79035,Friona,Parmer,Standard
79036,Fritch,Hutchinson,Standard
79039,Groom,Carson,Standard
79040,Gruver,Hansford,Standard
79041,Center,Hale,Standard
79042,Happy,Swisher,Standard
79043,Hart,Castro,Standard
79044,Hartley,Hartley,Standard
79045,Hereford,Smith,Standard
79046,Higgins,Lipscomb,Standard
79051,Kerrick,Dallam,Box
79052,Kress,Swisher,Standard
79053,Lazbuddie,Parmer,Box
79054,Lefors,Gray,Box
79056,Lipscomb,Lipscomb,Standard
79057,Mclean,Gray,Standard
79058,Masterson,Moore,Standard
79059,Miami,Roberts,Standard
79061,Mobeetie,Wheeler,Standard
79062,Morse,Hansford,Standard
79063,Nazareth,Castro,Standard
79064,Olton,Lamb,Standard
79065,Pampa,Gray,Standard
79066,Pampa,Gray,Box
79068,Panhandle,Carson,Standard
79070,Perryton,Ochiltree,Standard
79072,Plainview,Hale,Standard
79073,Plainview,Hale,Box
79077,Samnorwood,Collingsworth,Box
79078,Sanford,Hutchinson,Box
79079,Shamrock,Wheeler,Standard
79080,Skellytown,Carson,Standard
79081,Spearman,Hansford,Standard
79082,Springlake,Lamb,Standard
79083,Stinnett,Hutchinson,Standard
79084,Stratford,Sherman,Standard
79085,Summerfield,Castro,Standard
79086,Sunray,Moore,Standard
79087,Texline,Dallam,Standard
79088,Tulia,Swisher,Standard
79091,Umbarger,Randall,Box
79092,Vega,Oldham,Standard
79093,Waka,Ochiltree,Box
79094,Wayside,Armstrong,Standard
79095,Wellington,Collingsworth,Standard
79096,Wheeler,Wheeler,Standard
79097,Deer,Carson,Standard
79098,Wildorado,Oldham,Standard
79101,Amarillo,Potter,Standard
79102,Amarillo,Potter,Standard
79103,Amarillo,Potter,Standard
79104,Amarillo,Potter,Standard
79105,Amarillo,Potter,Box
79106,Amarillo,Potter,Standard
79107,Amarillo,Potter,Standard
79108,Amarillo,Potter,Standard
79109,Amarillo,Randall,Standard
79110,Amarillo,Randall,Standard
79111,Amarillo,Potter,Standard
79114,Amarillo,Randall,Box
79116,Amarillo,Potter,Box
79117,Amarillo,Potter,Box
79118,Amarillo,Randall,Standard
79119,Amarillo,Randall,Standard
79120,Amarillo,Potter,Box
79121,Amarillo,Randall,Standard
79124,Amarillo,Potter,Standard
79159,Amarillo,Potter,Box
79166,Amarillo,Potter,Unique
79168,Amarillo,Potter,Unique
79172,Amarillo,Potter,Unique
79174,Amarillo,Potter,Unique
79178,Amarillo,Potter,Unique
79185,Amarillo,Potter,Unique
79189,Amarillo,Potter,Box
79201,Childress,Childress,Standard
79220,Afton,Dickens,Standard
79221,Aiken,Floyd,Box
79223,Vee,Cottle,Standard
79225,Chillicothe,Hardeman,Standard
79226,Clarendon,Donley,Standard
79227,Crowell,Foard,Standard
79229,Dickens,Dickens,Standard
79230,Dodson,Collingsworth,Standard
79231,Dougherty,Floyd,Box
79233,Estelline,Hall,Box
79234,Flomot,Motley,Standard
79235,Floydada,Floyd,Standard
79236,Guthrie,King,Box
79237,Hedley,Donley,Standard
79239,Lakeview,Hall,Standard
79240,Lake,Donley,Standard
79241,Lockney,Floyd,Standard
79243,Mcadoo,Dickens,Standard
79244,Matador,Motley,Standard
79245,Memphis,Hall,Standard
79247,Odell,Wilbarger,Standard
79248,Paducah,Cottle,Standard
79250,Petersburg,Hale,Standard
79251,Quail,Collingsworth,Standard
79252,Quanah,Hardeman,Standard
79255,Quitaque,Briscoe,Standard
79256,Springs,Motley,Standard
79257,Silverton,Briscoe,Standard
79258,Plains,Floyd,Box
79259,Tell,Childress,Standard
79261,Turkey,Hall,Standard
79311,Abernathy,Hale,Standard
79312,Amherst,Lamb,Standard
79313,Anton,Hockley,Standard
79314,Bledsoe,Cochran,Box
79316,Brownfield,Terry,Standard
79322,Crosbyton,Crosby,Standard
79323,City,Yoakum,Standard
79324,Enochs,Bailey,Standard
79325,Farwell,Parmer,Standard
79326,Fieldton,Lamb,Standard
79329,Idalou,Lubbock,Standard
79330,Justiceburg,Garza,Standard
79331,Lamesa,Dawson,Standard
79336,Levelland,Hockley,Standard
79338,Levelland,Hockley,Box
79339,Littlefield,Lamb,Standard
79342,Loop,Gaines,Standard
79343,Lorenzo,Crosby,Standard
79344,Maple,Bailey,Standard
79345,Meadow,Terry,Standard
79346,Morton,Cochran,Standard
79347,Muleshoe,Bailey,Standard
79350,Deal,Lubbock,Box
79351,Odonnell,Lynn,Standard
79353,Pep,Hockley,Standard
79355,Plains,Yoakum,Standard
79356,Post,Garza,Standard
79357,Ralls,Crosby,Standard
79358,Ropesville,Hockley,Standard
79359,Seagraves,Gaines,Standard
79360,Seminole,Gaines,Standard
79363,Shallowater,Lubbock,Standard
79364,Slaton,Lubbock,Standard
79366,Canyon,Lubbock,Standard
79367,Smyer,Hockley,Box
79369,Spade,Lamb,Box
79370,Spur,Dickens,Standard
79371,Sudan,Lamb,Standard
79372,Sundown,Hockley,Box
79373,Tahoka,Lynn,Standard
79376,Tokio,Yoakum,Standard
79377,Welch,Dawson,Standard
79378,Wellman,Terry,Box
79379,Whiteface,Cochran,Box
79380,Whitharral,Hockley,Box
79381,Wilson,Lynn,Standard
79382,Wolfforth,Lubbock,Standard
79383,Home,Lynn,Box
79401,Lubbock,Lubbock,Standard
79402,Lubbock,Lubbock,Standard
79403,Lubbock,Lubbock,Standard
79404,Lubbock,Lubbock,Standard
79406,Lubbock,Lubbock,Standard
79407,Lubbock,Lubbock,Standard
79408,Lubbock,Lubbock,Box
79409,Lubbock,Lubbock,Standard
79410,Lubbock,Lubbock,Standard
79411,Lubbock,Lubbock,Standard
79412,Lubbock,Lubbock,Standard
79413,Lubbock,Lubbock,Standard
79414,Lubbock,Lubbock,Standard
79415,Lubbock,Lubbock,Standard
79416,Lubbock,Lubbock,Standard
79423,Lubbock,Lubbock,Standard
79424,Lubbock,Lubbock,Standard
79430,Lubbock,Lubbock,Unique
79452,Lubbock,Lubbock,Box
79453,Lubbock,Lubbock,Box
79457,Lubbock,Lubbock,Unique
79464,Lubbock,Lubbock,Box
79490,Lubbock,Lubbock,Box
79491,Lubbock,Lubbock,Unique
79493,Lubbock,Lubbock,Box
79499,Lubbock,Lubbock,Box
79501,Anson,Jones,Standard
79502,Aspermont,Stonewall,Standard
79503,Avoca,Jones,Standard
79504,Baird,Callahan,Standard
79505,Benjamin,Knox,Standard
79506,Blackwell,Nolan,Standard
79508,Gap,Taylor,Standard
79510,Clyde,Callahan,Standard
79511,Coahoma,Howard,Standard
79512,City,Mitchell,Standard
79516,Dunn,Scurry,Box
79517,Fluvanna,Scurry,Standard
79518,Girard,Kent,Standard
79519,Goldsboro,Coleman,Standard
79520,Hamlin,Jones,Standard
79521,Haskell,Haskell,Standard
79525,Hawley,Jones,Standard
79526,Hermleigh,Scurry,Standard
79527,Ira,Scurry,Standard
79528,Jayton,Kent,Standard
79529,City,Knox,Standard
79530,Lawn,Taylor,Standard
79532,Loraine,Mitchell,Standard
79533,Lueders,Jones,Standard
79534,Caulley,Fisher,Standard
79535,Maryneal,Nolan,Standard
79536,Merkel,Taylor,Standard
79537,Nolan,Nolan,Standard
79538,Novice,Coleman,Standard
79539,Brien,Haskell,Standard
79540,Glory,Stonewall,Standard
79541,Ovalo,Taylor,Standard
79543,Roby,Fisher,Standard
79544,Rochester,Haskell,Standard
79545,Roscoe,Nolan,Standard
79546,Rotan,Fisher,Standard
79547,Rule,Haskell,Standard
79548,Rule,Haskell,Standard
79549,Snyder,Scurry,Standard
79550,Snyder,Scurry,Box
79553,Stamford,Jones,Standard
79556,Sweetwater,Nolan,Standard
79560,Sylvester,Fisher,Standard
79561,Trent,Taylor,Standard
79562,Tuscola,Taylor,Standard
79563,Tye,Taylor,Standard
79565,Westbrook,Mitchell,Standard
79566,Wingate,Runnels,Standard
79567,Winters,Runnels,Standard
79601,Abilene,Taylor,Standard
79602,Abilene,Taylor,Standard
79603,Abilene,Taylor,Standard
79604,Abilene,Taylor,Box
79605,Abilene,Taylor,Standard
79606,Abilene,Taylor,Standard
79607,AFB,Taylor,Standard
79608,Abilene,Taylor,Box
79697,Abilene,Taylor,Unique
79698,Abilene,Taylor,Unique
79699,Abilene,Taylor,Unique
79701,Midland,Midland,Standard
79702,Midland,Midland,Box
79703,Midland,Midland,Standard
79704,Midland,Midland,Box
79705,Midland,Midland,Standard
79706,Midland,Midland,Standard
79707,Midland,Midland,Standard
79708,Midland,Midland,Box
79710,Midland,Midland,Box
79711,Midland,Midland,Box
79712,Midland,Midland,Standard
79713,Ackerly,Martin,Standard
79714,Andrews,Andrews,Standard
79718,Balmorhea,Reeves,Standard
79719,Barstow,Ward,Box
79720,Spring,Howard,Standard
79721,Spring,Howard,Box
79730,Coyanosa,Pecos,Box
79731,Crane,Crane,Standard
79733,Forsan,Howard,Box
79734,Davis,Davis,Standard
79735,Stockton,Pecos,Standard
79738,Gail,Borden,Standard
79739,City,Glasscock,Standard
79740,Girvin,Pecos,Standard
79741,Goldsmith,Ector,Standard
79742,Grandfalls,Ward,Box
79743,Imperial,Pecos,Box
79744,Iraan,Pecos,Box
79745,Kermit,Winkler,Standard
79748,Knott,Howard,Standard
79749,Lenorah,Martin,Standard
79752,Camey,Upton,Standard
79754,Mentone,Loving,Box
79755,Midkiff,Upton,Standard
79756,Monahans,Ward,Standard
79758,Gardendale,Ector,Standard
79759,Notrees,Ector,Box
79760,Odessa,Ector,Box
79761,Odessa,Ector,Standard
79762,Odessa,Ector,Standard
79763,Odessa,Ector,Standard
79764,Odessa,Ector,Standard
79765,Odessa,Ector,Standard
79766,Odessa,Ector,Standard
79768,Odessa,Ector,Box
79769,Odessa,Ector,Box
79770,Orla,Reeves,Box
79772,Pecos,Reeves,Standard
79776,Penwell,Ector,Box
79777,Pyote,Ward,Box
79778,Rankin,Upton,Box
79780,Saragosa,Reeves,Box
79781,Sheffield,Pecos,Box
79782,Stanton,Martin,Standard
79783,Tarzan,Martin,Standard
79785,Toyah,Reeves,Box
79786,Toyahvale,Reeves,Box
79788,Wickett,Ward,Box
79789,Wink,Winkler,Box
79821,Anthony,Paso,Standard
79830,Alpine,Brewster,Standard
79831,Alpine,Brewster,Box
79832,Alpine,Brewster,Unique
79834,Park,Brewster,Box
79835,Canutillo,Paso,Standard
79836,Clint,Paso,Standard
79837,City,Hudspeth,Box
79838,Fabens,Paso,Box
79839,Hancock,Hudspeth,Standard
79842,Marathon,Brewster,Box
79843,Marfa,Presidio,Standard
79845,Presidio,Presidio,Box
79846,Redford,Presidio,Box
79847,Flat,Hudspeth,Standard
79848,Sanderson,Terrell,Box
79849,Elizario,Paso,Standard
79851,Blanca,Hudspeth,Box
79852,Terlingua,Brewster,Standard
79853,Tornillo,Paso,Box
79854,Valentine,Presidio,Standard
79855,Horn,Culberson,Box
79901,Paso,Paso,Standard
79902,Paso,Paso,Standard
79903,Paso,Paso,Standard
79904,Paso,Paso,Standard
79905,Paso,Paso,Standard
79906,Paso,Paso,Standard
79907,Paso,Paso,Standard
79908,Paso,Paso,Standard
79910,Paso,Paso,Standard
79911,Paso,Paso,Standard
79912,Paso,Paso,Standard
79913,Paso,Paso,Box
79914,Paso,Paso,Box
79915,Paso,Paso,Standard
79916,Bliss,Paso,Standard
79917,Paso,Paso,Box
79918,Bliss,Paso,Standard
79920,Paso,Paso,Box
79922,Paso,Paso,Standard
79923,Paso,Paso,Box
79924,Paso,Paso,Standard
79925,Paso,Paso,Standard
79926,Paso,Paso,Box
79927,Paso,Paso,Standard
79928,Paso,Paso,Standard
79929,Paso,Paso,Box
79930,Paso,Paso,Standard
79931,Paso,Paso,Box
79932,Paso,Paso,Standard
79934,Paso,Paso,Standard
79935,Paso,Paso,Standard
79936,Paso,Paso,Standard
79937,Paso,Paso,Box
79938,Paso,Paso,Standard
79940,Paso,Paso,Box
79941,Paso,Paso,Box
79942,Paso,Paso,Box
79943,Paso,Paso,Box
79944,Paso,Paso,Box
79945,Paso,Paso,Box
79946,Paso,Paso,Box
79947,Paso,Paso,Box
79948,Paso,Paso,Box
79949,Paso,Paso,Box
79950,Paso,Paso,Box
79951,Paso,Paso,Box
79952,Paso,Paso,Box
79953,Paso,Paso,Box
79954,Paso,Paso,Box
79955,Paso,Paso,Box
79958,Paso,Paso,Unique
79960,Paso,Paso,Unique
79961,Paso,Paso,Unique
79968,Paso,Paso,Unique
79976,Paso,Paso,Unique
79978,Paso,Paso,Unique
79980,Paso,Paso,Unique
79995,Paso,Paso,Box
79996,Paso,Paso,Box
79997,Paso,Paso,Box
79998,Paso,Paso,Box
79999,Paso,Paso,Box
88510,Paso,Paso,Box
88511,Paso,Paso,Box
88512,Paso,Paso,Box
88513,Paso,Paso,Box
88514,Paso,Paso,Box
88515,Paso,Paso,Box
88517,Paso,Paso,Box
88518,Paso,Paso,Box
88519,Paso,Paso,Box
88520,Paso,Paso,Box
88521,Paso,Paso,Box
88523,Paso,Paso,Box
88524,Paso,Paso,Box
88525,Paso,Paso,Box
88526,Paso,Paso,Box
88527,Paso,Paso,Box
88528,Paso,Paso,Box
88529,Paso,Paso,Box
88530,Paso,Paso,Box
88531,Paso,Paso,Box
88532,Paso,Paso,Box
88533,Paso,Paso,Box
88534,Paso,Paso,Box
88535,Paso,Paso,Box
88536,Paso,Paso,Box
88538,Paso,Paso,Box
88539,Paso,Paso,Box
88540,Paso,Paso,Box
88541,Paso,Paso,Box
88542,Paso,Paso,Box
88543,Paso,Paso,Box
88544,Paso,Paso,Box
88545,Paso,Paso,Box
88546,Paso,Paso,Box
88547,Paso,Paso,Box
88548,Paso,Paso,Box
88549,Paso,Paso,Box
88550,Paso,Paso,Box
88553,Paso,Paso,Box
88554,Paso,Paso,Box
88555,Paso,Paso,Box
88556,Paso,Paso,Box
88557,Paso,Paso,Box
88558,Paso,Paso,Box
88559,Paso,Paso,Box
